성별,만나이(세),만나이(개월),L,M,S,체질량지수(kg/m2) 백분위수,,,,,,,,,,,,,체질량지수(kg/m2) 표준점수,,,,,,
1,,118,-0.2225 ,18.2598 ,0.1356 ,13.5 ,14.2 ,14.7 ,15.4 ,15.9 ,16.7 ,18.3 ,20.0 ,21.1 ,21.8 ,23.0 ,23.7 ,25.3 ,12.4 ,14.0 ,16.0 ,18.3 ,21.0 ,24.2 ,28.0 
1,,119,-0.2022 ,18.3231 ,0.1364 ,13.5 ,14.3 ,14.7 ,15.4 ,15.9 ,16.7 ,18.3 ,20.1 ,21.1 ,21.9 ,23.1 ,23.8 ,25.4 ,12.4 ,14.1 ,16.0 ,18.3 ,21.0 ,24.3 ,28.1 
1,10,120,-0.1828 ,18.3862 ,0.1370 ,13.5 ,14.3 ,14.7 ,15.5 ,16.0 ,16.8 ,18.4 ,20.2 ,21.2 ,22.0 ,23.1 ,23.9 ,25.5 ,12.4 ,14.1 ,16.1 ,18.4 ,21.1 ,24.4 ,28.2 
1,,121,-0.1638 ,18.4493 ,0.1375 ,13.5 ,14.3 ,14.8 ,15.5 ,16.0 ,16.8 ,18.4 ,20.3 ,21.3 ,22.1 ,23.2 ,24.0 ,25.6 ,12.4 ,14.1 ,16.1 ,18.4 ,21.2 ,24.4 ,28.3 
1,,122,-0.1452 ,18.5123 ,0.1381 ,13.5 ,14.3 ,14.8 ,15.5 ,16.1 ,16.9 ,18.5 ,20.3 ,21.4 ,22.1 ,23.3 ,24.1 ,25.7 ,12.4 ,14.1 ,16.1 ,18.5 ,21.3 ,24.5 ,28.4 
1,,123,-0.1270 ,18.5754 ,0.1387 ,13.5 ,14.4 ,14.8 ,15.6 ,16.1 ,16.9 ,18.6 ,20.4 ,21.5 ,22.2 ,23.4 ,24.2 ,25.8 ,12.4 ,14.1 ,16.2 ,18.6 ,21.4 ,24.6 ,28.5 
1,,124,-0.1092 ,18.6385 ,0.1392 ,13.6 ,14.4 ,14.9 ,15.6 ,16.2 ,17.0 ,18.6 ,20.5 ,21.6 ,22.3 ,23.5 ,24.3 ,25.9 ,12.4 ,14.2 ,16.2 ,18.6 ,21.4 ,24.7 ,28.6 
1,,125,-0.0918 ,18.7015 ,0.1398 ,13.6 ,14.4 ,14.9 ,15.7 ,16.2 ,17.0 ,18.7 ,20.6 ,21.6 ,22.4 ,23.6 ,24.4 ,26.0 ,12.4 ,14.2 ,16.3 ,18.7 ,21.5 ,24.8 ,28.7 
1,,126,-0.0747 ,18.7645 ,0.1403 ,13.6 ,14.4 ,14.9 ,15.7 ,16.2 ,17.1 ,18.8 ,20.6 ,21.7 ,22.5 ,23.7 ,24.5 ,26.1 ,12.4 ,14.2 ,16.3 ,18.8 ,21.6 ,24.9 ,28.8 
1,,127,-0.0580 ,18.8276 ,0.1409 ,13.6 ,14.5 ,15.0 ,15.7 ,16.3 ,17.1 ,18.8 ,20.7 ,21.8 ,22.6 ,23.8 ,24.6 ,26.2 ,12.4 ,14.2 ,16.4 ,18.8 ,21.7 ,25.0 ,28.9 
1,,128,-0.0416 ,18.8906 ,0.1414 ,13.6 ,14.5 ,15.0 ,15.8 ,16.3 ,17.2 ,18.9 ,20.8 ,21.9 ,22.7 ,23.9 ,24.7 ,26.3 ,12.4 ,14.3 ,16.4 ,18.9 ,21.8 ,25.1 ,29.0 
1,,129,-0.0256 ,18.9536 ,0.1420 ,13.6 ,14.5 ,15.0 ,15.8 ,16.4 ,17.2 ,19.0 ,20.9 ,22.0 ,22.7 ,24.0 ,24.8 ,26.4 ,12.4 ,14.3 ,16.4 ,19.0 ,21.9 ,25.2 ,29.1 
1,,130,-0.0099 ,19.0166 ,0.1425 ,13.7 ,14.6 ,15.0 ,15.8 ,16.4 ,17.3 ,19.0 ,20.9 ,22.0 ,22.8 ,24.0 ,24.9 ,26.5 ,12.4 ,14.3 ,16.5 ,19.0 ,21.9 ,25.3 ,29.2 
1,,131,0.0055 ,19.0796 ,0.1430 ,13.7 ,14.6 ,15.1 ,15.9 ,16.4 ,17.3 ,19.1 ,21.0 ,22.1 ,22.9 ,24.1 ,25.0 ,26.6 ,12.4 ,14.3 ,16.5 ,19.1 ,22.0 ,25.4 ,29.3 
1,11,132,0.0140 ,19.1356 ,0.1432 ,13.7 ,14.6 ,15.1 ,15.9 ,16.5 ,17.4 ,19.1 ,21.1 ,22.2 ,23.0 ,24.2 ,25.0 ,26.7 ,12.4 ,14.4 ,16.6 ,19.1 ,22.1 ,25.5 ,29.4 
1,,133,0.0224 ,19.1917 ,0.1435 ,13.7 ,14.6 ,15.1 ,16.0 ,16.5 ,17.4 ,19.2 ,21.1 ,22.3 ,23.1 ,24.3 ,25.1 ,26.8 ,12.5 ,14.4 ,16.6 ,19.2 ,22.1 ,25.5 ,29.5 
1,,134,0.0307 ,19.2478 ,0.1437 ,13.8 ,14.7 ,15.2 ,16.0 ,16.6 ,17.5 ,19.2 ,21.2 ,22.3 ,23.1 ,24.4 ,25.2 ,26.8 ,12.5 ,14.4 ,16.7 ,19.2 ,22.2 ,25.6 ,29.5 
1,,135,0.0390 ,19.3039 ,0.1439 ,13.8 ,14.7 ,15.2 ,16.0 ,16.6 ,17.5 ,19.3 ,21.3 ,22.4 ,23.2 ,24.4 ,25.3 ,26.9 ,12.5 ,14.5 ,16.7 ,19.3 ,22.3 ,25.7 ,29.6 
1,,136,0.0471 ,19.3599 ,0.1441 ,13.8 ,14.7 ,15.3 ,16.1 ,16.7 ,17.6 ,19.4 ,21.3 ,22.5 ,23.3 ,24.5 ,25.3 ,27.0 ,12.5 ,14.5 ,16.8 ,19.4 ,22.3 ,25.8 ,29.7 
1,,137,0.0552 ,19.4160 ,0.1443 ,13.8 ,14.8 ,15.3 ,16.1 ,16.7 ,17.6 ,19.4 ,21.4 ,22.5 ,23.3 ,24.6 ,25.4 ,27.1 ,12.5 ,14.5 ,16.8 ,19.4 ,22.4 ,25.9 ,29.8 
1,,138,0.0631 ,19.4721 ,0.1445 ,13.9 ,14.8 ,15.3 ,16.2 ,16.8 ,17.7 ,19.5 ,21.5 ,22.6 ,23.4 ,24.7 ,25.5 ,27.2 ,12.5 ,14.5 ,16.8 ,19.5 ,22.5 ,25.9 ,29.9 
1,,139,0.0710 ,19.5282 ,0.1447 ,13.9 ,14.8 ,15.4 ,16.2 ,16.8 ,17.7 ,19.5 ,21.5 ,22.7 ,23.5 ,24.7 ,25.6 ,27.2 ,12.6 ,14.6 ,16.9 ,19.5 ,22.6 ,26.0 ,29.9 
1,,140,0.0789 ,19.5842 ,0.1449 ,13.9 ,14.9 ,15.4 ,16.2 ,16.8 ,17.8 ,19.6 ,21.6 ,22.7 ,23.5 ,24.8 ,25.6 ,27.3 ,12.6 ,14.6 ,16.9 ,19.6 ,22.6 ,26.1 ,30.0 
1,,141,0.0866 ,19.6403 ,0.1451 ,13.9 ,14.9 ,15.4 ,16.3 ,16.9 ,17.8 ,19.6 ,21.7 ,22.8 ,23.6 ,24.9 ,25.7 ,27.4 ,12.6 ,14.6 ,17.0 ,19.6 ,22.7 ,26.2 ,30.1 
1,,142,0.0942 ,19.6964 ,0.1453 ,14.0 ,14.9 ,15.5 ,16.3 ,16.9 ,17.8 ,19.7 ,21.7 ,22.9 ,23.7 ,24.9 ,25.8 ,27.5 ,12.6 ,14.7 ,17.0 ,19.7 ,22.8 ,26.2 ,30.2 
1,,143,0.1018 ,19.7525 ,0.1455 ,14.0 ,15.0 ,15.5 ,16.4 ,17.0 ,17.9 ,19.8 ,21.8 ,22.9 ,23.8 ,25.0 ,25.9 ,27.6 ,12.6 ,14.7 ,17.1 ,19.8 ,22.8 ,26.3 ,30.3 
1,12,144,0.1009 ,19.7966 ,0.1454 ,14.0 ,15.0 ,15.5 ,16.4 ,17.0 ,17.9 ,19.8 ,21.8 ,23.0 ,23.8 ,25.1 ,25.9 ,27.6 ,12.7 ,14.7 ,17.1 ,19.8 ,22.9 ,26.4 ,30.3 
1,,145,0.1000 ,19.8408 ,0.1453 ,14.1 ,15.0 ,15.6 ,16.4 ,17.0 ,18.0 ,19.8 ,21.9 ,23.0 ,23.9 ,25.1 ,26.0 ,27.7 ,12.7 ,14.8 ,17.1 ,19.8 ,22.9 ,26.4 ,30.4 
1,,146,0.0991 ,19.8849 ,0.1451 ,14.1 ,15.1 ,15.6 ,16.5 ,17.1 ,18.0 ,19.9 ,21.9 ,23.1 ,23.9 ,25.2 ,26.0 ,27.7 ,12.7 ,14.8 ,17.2 ,19.9 ,23.0 ,26.5 ,30.5 
1,,147,0.0981 ,19.9291 ,0.1450 ,14.1 ,15.1 ,15.7 ,16.5 ,17.1 ,18.1 ,19.9 ,22.0 ,23.1 ,24.0 ,25.2 ,26.1 ,27.8 ,12.8 ,14.8 ,17.2 ,19.9 ,23.0 ,26.5 ,30.5 
1,,148,0.0972 ,19.9732 ,0.1449 ,14.2 ,15.2 ,15.7 ,16.6 ,17.2 ,18.1 ,20.0 ,22.0 ,23.2 ,24.0 ,25.3 ,26.1 ,27.8 ,12.8 ,14.9 ,17.3 ,20.0 ,23.1 ,26.6 ,30.6 
1,,149,0.0963 ,20.0173 ,0.1447 ,14.2 ,15.2 ,15.7 ,16.6 ,17.2 ,18.1 ,20.0 ,22.1 ,23.2 ,24.1 ,25.3 ,26.2 ,27.9 ,12.8 ,14.9 ,17.3 ,20.0 ,23.1 ,26.6 ,30.6 
1,,150,0.0954 ,20.0615 ,0.1446 ,14.3 ,15.2 ,15.8 ,16.6 ,17.3 ,18.2 ,20.1 ,22.1 ,23.3 ,24.1 ,25.4 ,26.2 ,27.9 ,12.9 ,15.0 ,17.3 ,20.1 ,23.2 ,26.7 ,30.7 
1,,151,0.0945 ,20.1056 ,0.1445 ,14.3 ,15.3 ,15.8 ,16.7 ,17.3 ,18.2 ,20.1 ,22.2 ,23.3 ,24.2 ,25.4 ,26.3 ,28.0 ,12.9 ,15.0 ,17.4 ,20.1 ,23.2 ,26.7 ,30.7 
1,,152,0.0936 ,20.1498 ,0.1443 ,14.3 ,15.3 ,15.8 ,16.7 ,17.3 ,18.3 ,20.1 ,22.2 ,23.4 ,24.2 ,25.5 ,26.3 ,28.0 ,13.0 ,15.0 ,17.4 ,20.1 ,23.3 ,26.8 ,30.8 
1,,153,0.0927 ,20.1939 ,0.1442 ,14.4 ,15.3 ,15.9 ,16.8 ,17.4 ,18.3 ,20.2 ,22.2 ,23.4 ,24.3 ,25.5 ,26.4 ,28.1 ,13.0 ,15.1 ,17.5 ,20.2 ,23.3 ,26.8 ,30.9 
1,,154,0.0918 ,20.2381 ,0.1441 ,14.4 ,15.4 ,15.9 ,16.8 ,17.4 ,18.4 ,20.2 ,22.3 ,23.5 ,24.3 ,25.6 ,26.4 ,28.2 ,13.0 ,15.1 ,17.5 ,20.2 ,23.4 ,26.9 ,30.9 
1,,155,0.0909 ,20.2822 ,0.1439 ,14.4 ,15.4 ,16.0 ,16.8 ,17.5 ,18.4 ,20.3 ,22.3 ,23.5 ,24.4 ,25.6 ,26.5 ,28.2 ,13.1 ,15.2 ,17.5 ,20.3 ,23.4 ,26.9 ,31.0 
1,13,156,0.0879 ,20.3193 ,0.1435 ,14.5 ,15.5 ,16.0 ,16.9 ,17.5 ,18.4 ,20.3 ,22.4 ,23.6 ,24.4 ,25.7 ,26.5 ,28.2 ,13.1 ,15.2 ,17.6 ,20.3 ,23.4 ,27.0 ,31.0 
1,,157,0.0849 ,20.3564 ,0.1430 ,14.5 ,15.5 ,16.1 ,16.9 ,17.5 ,18.5 ,20.4 ,22.4 ,23.6 ,24.4 ,25.7 ,26.6 ,28.3 ,13.1 ,15.2 ,17.6 ,20.4 ,23.5 ,27.0 ,31.0 
1,,158,0.0819 ,20.3934 ,0.1426 ,14.6 ,15.5 ,16.1 ,17.0 ,17.6 ,18.5 ,20.4 ,22.4 ,23.6 ,24.4 ,25.7 ,26.6 ,28.3 ,13.2 ,15.3 ,17.7 ,20.4 ,23.5 ,27.0 ,31.1 
1,,159,0.0789 ,20.4305 ,0.1422 ,14.6 ,15.6 ,16.1 ,17.0 ,17.6 ,18.6 ,20.4 ,22.5 ,23.7 ,24.5 ,25.8 ,26.6 ,28.3 ,13.2 ,15.3 ,17.7 ,20.4 ,23.5 ,27.1 ,31.1 
1,,160,0.0759 ,20.4676 ,0.1417 ,14.7 ,15.6 ,16.2 ,17.0 ,17.7 ,18.6 ,20.5 ,22.5 ,23.7 ,24.5 ,25.8 ,26.6 ,28.3 ,13.3 ,15.4 ,17.7 ,20.5 ,23.6 ,27.1 ,31.1 
1,,161,0.0729 ,20.5047 ,0.1413 ,14.7 ,15.7 ,16.2 ,17.1 ,17.7 ,18.6 ,20.5 ,22.5 ,23.7 ,24.5 ,25.8 ,26.7 ,28.4 ,13.3 ,15.4 ,17.8 ,20.5 ,23.6 ,27.1 ,31.1 
1,,162,0.0698 ,20.5417 ,0.1408 ,14.7 ,15.7 ,16.3 ,17.1 ,17.7 ,18.7 ,20.5 ,22.6 ,23.8 ,24.6 ,25.8 ,26.7 ,28.4 ,13.4 ,15.5 ,17.8 ,20.5 ,23.6 ,27.2 ,31.2 
1,,163,0.0668 ,20.5788 ,0.1404 ,14.8 ,15.8 ,16.3 ,17.2 ,17.8 ,18.7 ,20.6 ,22.6 ,23.8 ,24.6 ,25.9 ,26.7 ,28.4 ,13.4 ,15.5 ,17.9 ,20.6 ,23.7 ,27.2 ,31.2 
1,,164,0.0637 ,20.6159 ,0.1400 ,14.8 ,15.8 ,16.3 ,17.2 ,17.8 ,18.8 ,20.6 ,22.7 ,23.8 ,24.6 ,25.9 ,26.8 ,28.5 ,13.5 ,15.5 ,17.9 ,20.6 ,23.7 ,27.2 ,31.2 
1,,165,0.0607 ,20.6529 ,0.1395 ,14.9 ,15.9 ,16.4 ,17.3 ,17.9 ,18.8 ,20.7 ,22.7 ,23.9 ,24.7 ,25.9 ,26.8 ,28.5 ,13.5 ,15.6 ,18.0 ,20.7 ,23.7 ,27.2 ,31.2 
1,,166,0.0576 ,20.6900 ,0.1391 ,14.9 ,15.9 ,16.4 ,17.3 ,17.9 ,18.8 ,20.7 ,22.7 ,23.9 ,24.7 ,26.0 ,26.8 ,28.5 ,13.6 ,15.6 ,18.0 ,20.7 ,23.8 ,27.3 ,31.2 
1,,167,0.0545 ,20.7271 ,0.1387 ,15.0 ,15.9 ,16.5 ,17.3 ,17.9 ,18.9 ,20.7 ,22.8 ,23.9 ,24.7 ,26.0 ,26.9 ,28.5 ,13.6 ,15.7 ,18.0 ,20.7 ,23.8 ,27.3 ,31.3 
1,14,168,0.0551 ,20.7616 ,0.1381 ,15.0 ,16.0 ,16.5 ,17.4 ,18.0 ,18.9 ,20.8 ,22.8 ,23.9 ,24.8 ,26.0 ,26.9 ,28.5 ,13.7 ,15.7 ,18.1 ,20.8 ,23.8 ,27.3 ,31.3 
1,,169,0.0558 ,20.7961 ,0.1375 ,15.1 ,16.0 ,16.6 ,17.4 ,18.0 ,19.0 ,20.8 ,22.8 ,24.0 ,24.8 ,26.0 ,26.9 ,28.6 ,13.7 ,15.8 ,18.1 ,20.8 ,23.8 ,27.3 ,31.3 
1,,170,0.0564 ,20.8306 ,0.1369 ,15.1 ,16.1 ,16.6 ,17.5 ,18.1 ,19.0 ,20.8 ,22.8 ,24.0 ,24.8 ,26.1 ,26.9 ,28.6 ,13.7 ,15.8 ,18.2 ,20.8 ,23.9 ,27.3 ,31.3 
1,,171,0.0572 ,20.8650 ,0.1363 ,15.2 ,16.1 ,16.7 ,17.5 ,18.1 ,19.0 ,20.9 ,22.9 ,24.0 ,24.8 ,26.1 ,26.9 ,28.6 ,13.8 ,15.9 ,18.2 ,20.9 ,23.9 ,27.3 ,31.3 
1,,172,0.0579 ,20.8995 ,0.1357 ,15.2 ,16.2 ,16.7 ,17.5 ,18.1 ,19.1 ,20.9 ,22.9 ,24.0 ,24.8 ,26.1 ,26.9 ,28.6 ,13.8 ,15.9 ,18.2 ,20.9 ,23.9 ,27.4 ,31.2 
1,,173,0.0587 ,20.9340 ,0.1351 ,15.2 ,16.2 ,16.7 ,17.6 ,18.2 ,19.1 ,20.9 ,22.9 ,24.1 ,24.9 ,26.1 ,26.9 ,28.6 ,13.9 ,15.9 ,18.3 ,20.9 ,23.9 ,27.4 ,31.2 
1,,174,0.0596 ,20.9685 ,0.1345 ,15.3 ,16.3 ,16.8 ,17.6 ,18.2 ,19.1 ,21.0 ,23.0 ,24.1 ,24.9 ,26.1 ,27.0 ,28.6 ,13.9 ,16.0 ,18.3 ,21.0 ,24.0 ,27.4 ,31.2 
1,,175,0.0605 ,21.0030 ,0.1339 ,15.3 ,16.3 ,16.8 ,17.7 ,18.3 ,19.2 ,21.0 ,23.0 ,24.1 ,24.9 ,26.1 ,27.0 ,28.6 ,14.0 ,16.0 ,18.4 ,21.0 ,24.0 ,27.4 ,31.2 
1,,176,0.0614 ,21.0375 ,0.1333 ,15.4 ,16.3 ,16.9 ,17.7 ,18.3 ,19.2 ,21.0 ,23.0 ,24.1 ,24.9 ,26.2 ,27.0 ,28.6 ,14.0 ,16.1 ,18.4 ,21.0 ,24.0 ,27.4 ,31.2 
1,,177,0.0624 ,21.0719 ,0.1327 ,15.4 ,16.4 ,16.9 ,17.8 ,18.4 ,19.3 ,21.1 ,23.0 ,24.2 ,25.0 ,26.2 ,27.0 ,28.6 ,14.1 ,16.1 ,18.4 ,21.1 ,24.0 ,27.4 ,31.2 
1,,178,0.0635 ,21.1064 ,0.1321 ,15.5 ,16.4 ,17.0 ,17.8 ,18.4 ,19.3 ,21.1 ,23.1 ,24.2 ,25.0 ,26.2 ,27.0 ,28.6 ,14.1 ,16.2 ,18.5 ,21.1 ,24.1 ,27.4 ,31.2 
1,,179,0.0645 ,21.1409 ,0.1315 ,15.5 ,16.5 ,17.0 ,17.8 ,18.4 ,19.3 ,21.1 ,23.1 ,24.2 ,25.0 ,26.2 ,27.0 ,28.6 ,14.2 ,16.2 ,18.5 ,21.1 ,24.1 ,27.4 ,31.2 
1,15,180,0.0686 ,21.1740 ,0.1310 ,15.6 ,16.5 ,17.0 ,17.9 ,18.5 ,19.4 ,21.2 ,23.1 ,24.2 ,25.0 ,26.2 ,27.0 ,28.6 ,14.2 ,16.3 ,18.6 ,21.2 ,24.1 ,27.5 ,31.2 
1,,181,0.0728 ,21.2071 ,0.1305 ,15.6 ,16.6 ,17.1 ,17.9 ,18.5 ,19.4 ,21.2 ,23.2 ,24.3 ,25.0 ,26.2 ,27.0 ,28.6 ,14.3 ,16.3 ,18.6 ,21.2 ,24.1 ,27.5 ,31.2 
1,,182,0.0770 ,21.2402 ,0.1299 ,15.6 ,16.6 ,17.1 ,18.0 ,18.6 ,19.5 ,21.2 ,23.2 ,24.3 ,25.1 ,26.3 ,27.1 ,28.6 ,14.3 ,16.3 ,18.6 ,21.2 ,24.2 ,27.5 ,31.2 
1,,183,0.0814 ,21.2733 ,0.1294 ,15.7 ,16.6 ,17.2 ,18.0 ,18.6 ,19.5 ,21.3 ,23.2 ,24.3 ,25.1 ,26.3 ,27.1 ,28.6 ,14.3 ,16.4 ,18.7 ,21.3 ,24.2 ,27.5 ,31.2 
1,,184,0.0858 ,21.3064 ,0.1289 ,15.7 ,16.7 ,17.2 ,18.0 ,18.6 ,19.5 ,21.3 ,23.2 ,24.3 ,25.1 ,26.3 ,27.1 ,28.6 ,14.4 ,16.4 ,18.7 ,21.3 ,24.2 ,27.5 ,31.2 
1,,185,0.0904 ,21.3395 ,0.1284 ,15.8 ,16.7 ,17.2 ,18.1 ,18.7 ,19.6 ,21.3 ,23.3 ,24.4 ,25.1 ,26.3 ,27.1 ,28.7 ,14.4 ,16.5 ,18.8 ,21.3 ,24.2 ,27.5 ,31.2 
1,,186,0.0950 ,21.3726 ,0.1279 ,15.8 ,16.8 ,17.3 ,18.1 ,18.7 ,19.6 ,21.4 ,23.3 ,24.4 ,25.1 ,26.3 ,27.1 ,28.7 ,14.5 ,16.5 ,18.8 ,21.4 ,24.3 ,27.5 ,31.2 
1,,187,0.0997 ,21.4057 ,0.1274 ,15.8 ,16.8 ,17.3 ,18.2 ,18.7 ,19.6 ,21.4 ,23.3 ,24.4 ,25.2 ,26.3 ,27.1 ,28.7 ,14.5 ,16.5 ,18.8 ,21.4 ,24.3 ,27.5 ,31.1 
1,,188,0.1046 ,21.4389 ,0.1269 ,15.9 ,16.8 ,17.4 ,18.2 ,18.8 ,19.7 ,21.4 ,23.3 ,24.4 ,25.2 ,26.4 ,27.1 ,28.7 ,14.5 ,16.6 ,18.9 ,21.4 ,24.3 ,27.5 ,31.1 
1,,189,0.1095 ,21.4720 ,0.1263 ,15.9 ,16.9 ,17.4 ,18.2 ,18.8 ,19.7 ,21.5 ,23.4 ,24.5 ,25.2 ,26.4 ,27.1 ,28.7 ,14.6 ,16.6 ,18.9 ,21.5 ,24.3 ,27.5 ,31.1 
1,,190,0.1146 ,21.5051 ,0.1258 ,16.0 ,16.9 ,17.4 ,18.3 ,18.9 ,19.7 ,21.5 ,23.4 ,24.5 ,25.2 ,26.4 ,27.2 ,28.7 ,14.6 ,16.7 ,18.9 ,21.5 ,24.4 ,27.6 ,31.1 
1,,191,0.1198 ,21.5383 ,0.1253 ,16.0 ,17.0 ,17.5 ,18.3 ,18.9 ,19.8 ,21.5 ,23.4 ,24.5 ,25.3 ,26.4 ,27.2 ,28.7 ,14.7 ,16.7 ,19.0 ,21.5 ,24.4 ,27.6 ,31.1 
1,16,192,0.1283 ,21.5696 ,0.1250 ,16.0 ,17.0 ,17.5 ,18.3 ,18.9 ,19.8 ,21.6 ,23.5 ,24.5 ,25.3 ,26.4 ,27.2 ,28.7 ,14.7 ,16.7 ,19.0 ,21.6 ,24.4 ,27.6 ,31.1 
1,,193,0.1369 ,21.6009 ,0.1246 ,16.1 ,17.0 ,17.5 ,18.4 ,19.0 ,19.8 ,21.6 ,23.5 ,24.6 ,25.3 ,26.4 ,27.2 ,28.7 ,14.7 ,16.8 ,19.0 ,21.6 ,24.4 ,27.6 ,31.1 
1,,194,0.1457 ,21.6322 ,0.1242 ,16.1 ,17.1 ,17.6 ,18.4 ,19.0 ,19.9 ,21.6 ,23.5 ,24.6 ,25.3 ,26.5 ,27.2 ,28.7 ,14.7 ,16.8 ,19.1 ,21.6 ,24.5 ,27.6 ,31.1 
1,,195,0.1546 ,21.6636 ,0.1239 ,16.1 ,17.1 ,17.6 ,18.4 ,19.0 ,19.9 ,21.7 ,23.5 ,24.6 ,25.3 ,26.5 ,27.2 ,28.7 ,14.8 ,16.8 ,19.1 ,21.7 ,24.5 ,27.6 ,31.1 
1,,196,0.1637 ,21.6949 ,0.1235 ,16.2 ,17.1 ,17.6 ,18.5 ,19.1 ,19.9 ,21.7 ,23.6 ,24.6 ,25.4 ,26.5 ,27.3 ,28.7 ,14.8 ,16.9 ,19.1 ,21.7 ,24.5 ,27.6 ,31.1 
1,,197,0.1729 ,21.7263 ,0.1232 ,16.2 ,17.2 ,17.7 ,18.5 ,19.1 ,20.0 ,21.7 ,23.6 ,24.7 ,25.4 ,26.5 ,27.3 ,28.7 ,14.8 ,16.9 ,19.2 ,21.7 ,24.5 ,27.7 ,31.1 
1,,198,0.1822 ,21.7577 ,0.1228 ,16.2 ,17.2 ,17.7 ,18.5 ,19.1 ,20.0 ,21.8 ,23.6 ,24.7 ,25.4 ,26.5 ,27.3 ,28.7 ,14.9 ,16.9 ,19.2 ,21.8 ,24.6 ,27.7 ,31.1 
1,,199,0.1916 ,21.7891 ,0.1225 ,16.3 ,17.2 ,17.7 ,18.6 ,19.2 ,20.0 ,21.8 ,23.6 ,24.7 ,25.4 ,26.6 ,27.3 ,28.8 ,14.9 ,17.0 ,19.2 ,21.8 ,24.6 ,27.7 ,31.1 
1,,200,0.2013 ,21.8205 ,0.1221 ,16.3 ,17.2 ,17.8 ,18.6 ,19.2 ,20.1 ,21.8 ,23.7 ,24.7 ,25.5 ,26.6 ,27.3 ,28.8 ,14.9 ,17.0 ,19.3 ,21.8 ,24.6 ,27.7 ,31.1 
1,,201,0.2110 ,21.8520 ,0.1217 ,16.3 ,17.3 ,17.8 ,18.6 ,19.2 ,20.1 ,21.9 ,23.7 ,24.7 ,25.5 ,26.6 ,27.3 ,28.8 ,14.9 ,17.0 ,19.3 ,21.9 ,24.6 ,27.7 ,31.1 
1,,202,0.2209 ,21.8834 ,0.1214 ,16.3 ,17.3 ,17.8 ,18.7 ,19.3 ,20.1 ,21.9 ,23.7 ,24.8 ,25.5 ,26.6 ,27.3 ,28.8 ,15.0 ,17.1 ,19.3 ,21.9 ,24.7 ,27.7 ,31.1 
1,,203,0.2309 ,21.9149 ,0.1210 ,16.4 ,17.3 ,17.9 ,18.7 ,19.3 ,20.2 ,21.9 ,23.8 ,24.8 ,25.5 ,26.6 ,27.4 ,28.8 ,15.0 ,17.1 ,19.4 ,21.9 ,24.7 ,27.7 ,31.1 
1,17,204,0.2417 ,21.9445 ,0.1207 ,16.4 ,17.4 ,17.9 ,18.7 ,19.3 ,20.2 ,21.9 ,23.8 ,24.8 ,25.5 ,26.6 ,27.4 ,28.8 ,15.0 ,17.1 ,19.4 ,21.9 ,24.7 ,27.7 ,31.1 
1,,205,0.2526 ,21.9741 ,0.1204 ,16.4 ,17.4 ,17.9 ,18.8 ,19.4 ,20.2 ,22.0 ,23.8 ,24.8 ,25.6 ,26.7 ,27.4 ,28.8 ,15.0 ,17.1 ,19.4 ,22.0 ,24.7 ,27.8 ,31.0 
1,,206,0.2637 ,22.0038 ,0.1201 ,16.5 ,17.4 ,18.0 ,18.8 ,19.4 ,20.3 ,22.0 ,23.8 ,24.9 ,25.6 ,26.7 ,27.4 ,28.8 ,15.1 ,17.2 ,19.5 ,22.0 ,24.8 ,27.8 ,31.0 
1,,207,0.2749 ,22.0334 ,0.1198 ,16.5 ,17.5 ,18.0 ,18.8 ,19.4 ,20.3 ,22.0 ,23.9 ,24.9 ,25.6 ,26.7 ,27.4 ,28.8 ,15.1 ,17.2 ,19.5 ,22.0 ,24.8 ,27.8 ,31.0 
1,,208,0.2863 ,22.0631 ,0.1195 ,16.5 ,17.5 ,18.0 ,18.9 ,19.4 ,20.3 ,22.1 ,23.9 ,24.9 ,25.6 ,26.7 ,27.4 ,28.8 ,15.1 ,17.2 ,19.5 ,22.1 ,24.8 ,27.8 ,31.0 
1,,209,0.2978 ,22.0928 ,0.1192 ,16.5 ,17.5 ,18.1 ,18.9 ,19.5 ,20.4 ,22.1 ,23.9 ,24.9 ,25.7 ,26.7 ,27.4 ,28.8 ,15.1 ,17.3 ,19.6 ,22.1 ,24.8 ,27.8 ,31.0 
1,,210,0.3095 ,22.1225 ,0.1189 ,16.6 ,17.5 ,18.1 ,18.9 ,19.5 ,20.4 ,22.1 ,23.9 ,25.0 ,25.7 ,26.7 ,27.5 ,28.8 ,15.2 ,17.3 ,19.6 ,22.1 ,24.9 ,27.8 ,31.0 
1,,211,0.3213 ,22.1523 ,0.1186 ,16.6 ,17.6 ,18.1 ,19.0 ,19.5 ,20.4 ,22.2 ,24.0 ,25.0 ,25.7 ,26.8 ,27.5 ,28.9 ,15.2 ,17.3 ,19.6 ,22.2 ,24.9 ,27.8 ,31.0 
1,,212,0.3334 ,22.1821 ,0.1183 ,16.6 ,17.6 ,18.1 ,19.0 ,19.6 ,20.5 ,22.2 ,24.0 ,25.0 ,25.7 ,26.8 ,27.5 ,28.9 ,15.2 ,17.3 ,19.7 ,22.2 ,24.9 ,27.9 ,31.0 
